V_bus_V,I_bus_A,I_bone_A,V_bone_P_V,V_3v3_V,V_bone_N_V,I_bus_model_A,err_pct
10.320,1.648058460e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00082
10.340,1.648058547e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00082
10.360,1.648058710e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00081
10.380,1.648058835e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00080
10.400,1.648058923e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00079
10.420,1.648059086e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00078
10.440,1.648059211e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00078
10.460,1.648059299e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00077
10.480,1.648059461e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00076
10.500,1.648059587e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00075
10.520,1.648059674e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00075
10.540,1.648059837e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00074
10.560,1.648059962e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00073
10.580,1.648060050e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00073
10.600,1.648060213e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00072
10.620,1.648060338e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00071
10.640,1.648060425e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00070
10.660,1.648060588e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00069
10.680,1.648060713e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00068
10.700,1.648060801e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00068
10.720,1.648060964e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00067
10.740,1.648061089e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00066
10.760,1.648061177e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00066
10.780,1.648061339e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00065
10.800,1.648061465e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00064
10.820,1.648061552e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00063
10.840,1.648061715e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00062
10.860,1.648061840e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00062
10.880,1.648061928e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00061
10.900,1.648062091e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00060
10.920,1.648062216e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00059
10.940,1.648062303e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00059
10.960,1.648062466e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00058
10.980,1.648062591e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00057
11.000,1.648062679e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00057
11.020,1.648062842e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00056
11.040,1.648062967e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00055
11.060,1.648063055e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00054
11.080,1.648063217e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00053
11.100,1.648063343e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00053
11.120,1.648063430e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00052
11.140,1.648063593e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00051
11.160,1.648063718e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00050
11.180,1.648063806e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00050
11.200,1.648063969e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00049
11.220,1.648064094e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00048
11.240,1.648064181e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00047
11.260,1.648064344e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00046
11.280,1.648064469e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00046
11.300,1.648064557e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00045
11.320,1.648064720e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00044
11.340,1.648064845e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00043
11.360,1.648064933e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00043
11.380,1.648065095e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00042
11.400,1.648065221e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00041
11.420,1.648065308e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00041
11.440,1.648065471e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00040
11.460,1.648065596e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00039
11.480,1.648065684e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00038
11.500,1.648065847e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00037
11.520,1.648065972e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00037
11.540,1.648066059e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00036
11.560,1.648066222e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00035
11.580,1.648066347e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00034
11.600,1.648066435e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00034
11.620,1.648066598e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00033
11.640,1.648066723e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00032
11.660,1.648066811e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00031
11.680,1.648066973e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00030
11.700,1.648067099e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00030
11.720,1.648067186e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00029
11.740,1.648067349e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00028
11.760,1.648067474e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00027
11.780,1.648067562e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00027
11.800,1.648067725e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00026
11.820,1.648067850e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00025
11.840,1.648067937e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00025
11.860,1.648068100e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00024
11.880,1.648068225e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00023
11.900,1.648068313e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00022
11.920,1.648068476e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00021
11.940,1.648068601e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00021
11.960,1.648068689e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00020
11.980,1.648068851e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00019
12.000,1.648068977e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00018
12.020,1.648069064e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00018
12.040,1.648069227e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00017
12.060,1.648069352e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00016
12.080,1.648069440e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00016
12.100,1.648069603e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00015
12.120,1.648069728e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00014
12.140,1.648069815e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00013
12.160,1.648069978e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00012
12.180,1.648070103e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00012
12.200,1.648070191e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00011
12.220,1.648070354e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00010
12.240,1.648070479e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00009
12.260,1.648070567e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00009
12.280,1.648070729e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00008
12.300,1.648070855e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00007
12.320,1.648070942e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00006
12.340,1.648071105e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00005
12.360,1.648071230e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00005
12.380,1.648071318e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00004
12.400,1.648071481e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00003
12.420,1.648071606e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00002
12.440,1.648071693e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00002
12.460,1.648071856e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00001
12.480,1.648071981e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,0.00000
12.500,1.648072069e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00000
12.520,1.648072232e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00001
12.540,1.648072357e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00002
12.560,1.648072445e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00003
12.580,1.648072607e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00004
12.600,1.648072733e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00004
12.620,1.648072820e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00005
12.640,1.648072983e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00006
12.660,1.648073108e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00007
12.680,1.648073196e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00007
12.700,1.648073359e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00008
12.720,1.648073484e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00009
12.740,1.648073571e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00010
12.760,1.648073734e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00011
12.780,1.648073859e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00011
12.800,1.648073947e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00012
12.820,1.648074110e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00013
12.840,1.648074235e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00014
12.860,1.648074323e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00014
12.880,1.648074485e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00015
12.900,1.648074611e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00016
12.920,1.648074698e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00016
12.940,1.648074861e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00017
12.960,1.648074986e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00018
12.980,1.648075074e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00019
13.000,1.648075237e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00020
13.020,1.648075362e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00020
13.040,1.648075449e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00021
13.060,1.648075612e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00022
13.080,1.648075737e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00023
13.100,1.648075825e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00023
13.120,1.648075988e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00024
13.140,1.648076113e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00025
13.160,1.648076201e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00025
13.180,1.648076363e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00026
13.200,1.648076489e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00027
13.220,1.648076576e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00028
13.240,1.648076739e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00029
13.260,1.648076864e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00030
13.280,1.648076952e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00030
13.300,1.648077115e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00031
13.320,1.648077240e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00032
13.340,1.648077327e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00032
13.360,1.648077490e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00033
13.380,1.648077615e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00034
13.400,1.648077703e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00035
13.420,1.648077866e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00036
13.440,1.648077991e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00036
13.460,1.648078079e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00037
13.480,1.648078241e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00038
13.500,1.648078367e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00039
13.520,1.648078454e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00039
13.540,1.648078617e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00040
13.560,1.648078742e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00041
13.580,1.648078830e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00041
13.600,1.648078993e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00042
13.620,1.648079118e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00043
13.640,1.648079205e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00044
13.660,1.648079368e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00045
13.680,1.648079493e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00045
13.700,1.648079581e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00046
13.720,1.648079744e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00047
13.740,1.648079869e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00048
13.760,1.648079957e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00048
13.780,1.648080119e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00049
13.800,1.648080245e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00050
13.820,1.648080332e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00051
13.840,1.648080495e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00052
13.860,1.648080620e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00052
13.880,1.648080708e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00053
13.900,1.648080871e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00054
13.920,1.648080996e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00055
13.940,1.648081083e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00055
13.960,1.648081246e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00056
13.980,1.648081371e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00057
14.000,1.648081459e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00057
14.020,1.648081622e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00058
14.040,1.648081747e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00059
14.060,1.648081835e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00060
14.080,1.648081997e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00061
14.100,1.648082123e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00061
14.120,1.648082210e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00062
14.140,1.648082373e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00063
14.160,1.648082498e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00064
14.180,1.648082586e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00064
14.200,1.648082749e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00065
14.220,1.648082874e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00066
14.240,1.648082961e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00067
14.260,1.648083124e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00067
14.280,1.648083249e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00068
14.300,1.648083337e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00069
14.320,1.648083500e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00070
14.340,1.648083625e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00071
14.360,1.648083713e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00071
14.380,1.648083875e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00072
14.400,1.648084001e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00073
14.420,1.648084088e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00073
14.440,1.648084251e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00074
14.460,1.648084376e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00075
14.480,1.648084464e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00076
14.500,1.648084627e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00077
14.520,1.648084752e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00077
14.540,1.648084839e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00078
14.560,1.648085002e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00079
14.580,1.648085127e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00080
14.600,1.648085215e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00080
14.620,1.648085378e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00081
14.640,1.648085503e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00082
14.660,1.648085591e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00082
14.680,1.648085753e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00083
14.700,1.648085879e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00084
14.720,1.648085966e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00085
14.740,1.648086129e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00086
14.760,1.648086254e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00086
14.780,1.648086342e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00087
14.800,1.648086505e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00088
14.820,1.648086630e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00089
14.840,1.648086717e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00089
14.860,1.648086880e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00090
14.880,1.648087005e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00091
14.900,1.648087093e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00092
14.920,1.648087256e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00093
14.940,1.648087381e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00093
14.960,1.648087469e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00094
14.980,1.648087631e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00095
15.000,1.648087757e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00096
15.020,1.648087844e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00096
15.040,1.648088007e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00097
15.060,1.648088132e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00098
15.080,1.648088220e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00098
15.100,1.648088383e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00099
15.120,1.648088508e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00100
15.140,1.648088595e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00101
15.160,1.648088758e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00102
15.180,1.648088883e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00102
15.200,1.648088971e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00103
15.220,1.648089134e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00104
15.240,1.648089259e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00105
15.260,1.648089347e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00105
15.280,1.648089509e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00106
15.300,1.648089635e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00107
15.320,1.648089722e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00108
15.340,1.648089885e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00109
15.360,1.648090010e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00109
15.380,1.648090098e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00110
15.400,1.648090261e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00111
15.420,1.648090386e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00112
15.440,1.648090473e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00112
15.460,1.648090636e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00113
15.480,1.648090761e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00114
15.500,1.648090849e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00114
15.520,1.648091012e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00115
15.540,1.648091137e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00116
15.560,1.648091225e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00117
15.580,1.648091387e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00118
15.600,1.648091513e-04,-9.978163741e-05,8.001600,3.300000,7.003784,1.648072000e-04,-0.00118
